epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
102,14361.4,0.63843,0.93448,0.01004,0.66575,0.4411,0.5302,0.29772,1.77553,1.85044,0.04231,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,14510.4,0.63039,0.92971,0.0098,0.67522,0.43964,0.53169,0.29775,1.77704,1.85035,0.04233,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,14655.5,0.61945,0.92394,0.00965,0.65505,0.44758,0.5308,0.29773,1.77654,1.86213,0.04231,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,14801.3,0.62843,0.93362,0.00989,0.6654,0.45305,0.53157,0.29937,1.7769,1.86172,0.04235,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,14945.5,0.62795,0.90424,0.00983,0.65839,0.46297,0.53165,0.297,1.77786,1.85424,0.0424,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,15088.6,0.62409,0.91044,0.0098,0.66329,0.45036,0.52387,0.29372,1.76895,1.87147,0.04223,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,15232,0.62476,0.89829,0.00975,0.64828,0.46398,0.52003,0.29207,1.77189,1.86745,0.04229,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,15376.2,0.62299,0.89374,0.00966,0.6473,0.46335,0.52372,0.29435,1.77092,1.85911,0.04233,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,15520.2,0.62115,0.88583,0.00958,0.64605,0.46669,0.52355,0.29423,1.76854,1.86234,0.04219,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,15661,0.61976,0.89384,0.00984,0.67338,0.45242,0.52979,0.29975,1.76905,1.86233,0.04221,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,15801.5,0.61542,0.87647,0.00961,0.66937,0.44858,0.52859,0.2987,1.77285,1.85955,0.04222,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
