epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,7384.64,0.67856,1.1748,0.0109,0.55693,0.46681,0.48882,0.2712,1.839,1.93654,0.04434,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7526.8,0.66976,1.15608,0.01062,0.62594,0.44066,0.5127,0.28762,1.84478,1.90683,0.04439,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7669,0.67083,1.14427,0.0107,0.57371,0.47796,0.51051,0.28393,1.82021,1.92338,0.04392,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,7811.49,0.68261,1.15985,0.01088,0.58432,0.49153,0.51067,0.28161,1.81111,1.89262,0.04335,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7955.29,0.66403,1.1126,0.01052,0.57595,0.49168,0.52198,0.29274,1.82423,1.83851,0.04343,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,8096.73,0.67148,1.11675,0.01071,0.63033,0.49004,0.53258,0.2993,1.82338,1.89518,0.04358,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,8238.82,0.65709,1.0968,0.01052,0.61248,0.47222,0.5127,0.29146,1.81996,1.88356,0.04354,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8380.73,0.66109,1.09558,0.01053,0.56486,0.49537,0.52278,0.29045,1.82361,1.90631,0.04353,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8522.44,0.6528,1.07751,0.0104,0.63132,0.4741,0.51246,0.27946,1.81272,1.88855,0.04319,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8663.76,0.65624,1.07943,0.01044,0.61798,0.48558,0.51048,0.28281,1.82613,1.91572,0.04339,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
